;accessionNumber;filingDate;reportDate;acceptanceDateTime;act;form;fileNumber;filmNumber;items;size;isXBRL;isInlineXBRL;primaryDocument;primaryDocDescription
489;0001209191-16-121860;2016-05-19;2016-05-17;2016-05-19T19:22:31.000Z;;4;;;;15315;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
490;0001209191-16-121438;2016-05-18;2016-05-05;2016-05-18T19:08:00.000Z;;4;;;;7592;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
491;0000004127-16-000052;2016-05-16;2016-05-11;2016-05-16T16:38:50.000Z;34;8-K;001-05560;161654503;5.03,5.07,9.01;81894;0;0;swks-8xk2016annualmeetingr.htm;8-K ANNUAL PROXY VOTE
492;0001209191-16-120095;2016-05-13;2016-05-11;2016-05-13T19:20:48.000Z;;4;;;;7928;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
493;0001209191-16-120093;2016-05-13;2016-05-11;2016-05-13T19:19:15.000Z;;4;;;;6451;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
494;0001209191-16-120091;2016-05-13;2016-05-11;2016-05-13T19:17:58.000Z;;4;;;;5635;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
495;0001209191-16-120089;2016-05-13;2016-05-11;2016-05-13T19:16:09.000Z;;4;;;;5600;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
496;0001209191-16-120087;2016-05-13;2016-05-11;2016-05-13T19:14:43.000Z;;4;;;;5507;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
497;0001209191-16-120085;2016-05-13;2016-05-11;2016-05-13T19:13:04.000Z;;4;;;;5491;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
498;0001209191-16-120083;2016-05-13;2016-05-11;2016-05-13T19:11:27.000Z;;4;;;;5473;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
499;0001209191-16-120081;2016-05-13;2016-05-11;2016-05-13T19:08:50.000Z;;4;;;;5474;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
500;0001209191-16-119696;2016-05-12;2016-05-10;2016-05-12T19:24:54.000Z;;4;;;;15100;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
501;0001104659-16-120490;2016-05-12;2016-05-11;2016-05-12T16:10:14.000Z;34;8-K;001-05560;161643787;5.02,9.01;75889;1;0;a16-11176_18k.htm;8-K
502;0001209191-16-118942;2016-05-10;2016-05-06;2016-05-10T18:59:24.000Z;;4;;;;9482;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
503;0001209191-16-117950;2016-05-05;2016-05-03;2016-05-05T19:14:18.000Z;;4;;;;11761;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
504;0000004127-16-000049;2016-05-04;2016-04-01;2016-05-04T16:07:50.000Z;34;10-Q;001-05560;161619340;;4222486;1;0;q21610qapr12016.htm;10-Q
505;0001209191-16-116283;2016-04-28;2016-04-26;2016-04-28T19:14:07.000Z;;4;;;;15311;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
506;0000004127-16-000046;2016-04-28;2016-04-28;2016-04-28T16:18:54.000Z;34;8-K;001-05560;161600345;2.02,8.01,9.01;364594;1;0;q216earningsreleaseform8-k.htm;8-K
507;0001209191-16-115239;2016-04-21;2016-04-19;2016-04-21T19:11:32.000Z;;4;;;;18864;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
508;0001209191-16-114957;2016-04-19;2016-04-15;2016-04-19T19:23:16.000Z;;4;;;;5831;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
509;0001209191-16-114453;2016-04-15;2016-04-14;2016-04-15T18:48:47.000Z;;4;;;;6009;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
510;0001209191-16-114246;2016-04-14;2016-04-12;2016-04-14T19:03:22.000Z;;4;;;;22783;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
511;0001209191-16-113802;2016-04-08;2016-04-06;2016-04-08T18:54:03.000Z;;4;;;;7784;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
512;0001422848-16-000347;2016-04-08;;2016-04-08T15:59:41.000Z;34;SC 13G/A;005-34048;161562671;;8770;0;0;edgswks.txt;SC 13G/A
513;0001209191-16-113665;2016-04-07;2016-04-05;2016-04-07T19:04:34.000Z;;4;;;;13320;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
514;0001209191-16-111817;2016-04-01;2016-03-31;2016-04-01T18:31:29.000Z;;4;;;;5795;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
515;0001209191-16-111816;2016-04-01;2016-03-30;2016-04-01T18:30:29.000Z;;4;;;;11751;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
516;0001209191-16-111294;2016-03-31;2016-03-29;2016-03-31T19:16:35.000Z;;4;;;;15310;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
517;0001047469-16-011813;2016-03-31;2016-05-11;2016-03-31T16:47:51.000Z;34;DEF 14A;001-05560;161543797;;1334833;0;0;a2227958zdef14a.htm;DEF 14A
518;0001209191-16-110317;2016-03-23;2016-03-21;2016-03-23T19:42:20.000Z;;4;;;;8034;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
519;0001209191-16-109604;2016-03-18;2016-03-17;2016-03-18T19:13:20.000Z;;4;;;;6009;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
520;0001209191-16-109294;2016-03-17;2016-03-15;2016-03-17T19:08:05.000Z;;4;;;;5831;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
521;0001209191-16-108938;2016-03-16;2016-03-14;2016-03-16T19:22:14.000Z;;4;;;;11029;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
522;0001209191-16-100734;2016-02-19;2016-02-19;2016-02-19T18:59:49.000Z;;4;;;;11232;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
523;0001209191-16-100150;2016-02-18;2016-02-16;2016-02-18T19:01:59.000Z;;4;;;;6035;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
524;0001422848-16-000323;2016-02-16;;2016-02-12T17:45:10.000Z;34;SC 13G;005-34048;161421403;;8764;0;0;edgswks.txt;SC 13G
525;0001193125-16-462146;2016-02-12;;2016-02-12T15:28:06.000Z;34;SC 13G;005-34048;161418415;;50073;0;0;d127480dsc13g.htm;SC 13G
526;0000932471-16-012110;2016-02-11;;2016-02-11T09:56:07.000Z;34;SC 13G/A;005-34048;161408562;;39739;0;0;skyworkssolutionsinc.htm;
527;0000004127-16-000044;2016-02-03;2016-01-01;2016-02-03T16:24:47.000Z;34;10-Q;001-05560;161385178;;3821579;1;0;q11610qjanuary12016.htm;10-Q
528;0000004127-16-000042;2016-02-01;2016-02-01;2016-02-01T16:15:40.000Z;34;10-K/A;001-05560;161377447;;677871;0;0;fy1510-k_afebruary2016xfin.htm;10-K/A - FY15
529;0000004127-16-000039;2016-01-28;2016-01-28;2016-01-28T16:18:47.000Z;34;8-K;001-05560;161369142;2.02,8.01,9.01;277396;0;0;q116earningsreleaseform8-k.htm;8-K
530;0000215457-16-003976;2016-01-27;;2016-01-27T15:55:13.000Z;34;SC 13G/A;005-34048;161364855;;13740;0;0;skyworks.solutions.2015.txt;
531;0001209191-16-091864;2016-01-15;2016-01-15;2016-01-15T18:58:40.000Z;;4;;;;5832;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
532;0001209191-15-087538;2015-12-31;2015-12-29;2015-12-31T19:05:56.000Z;;4;;;;7571;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
533;0001209191-15-086910;2015-12-23;2015-12-22;2015-12-23T19:18:23.000Z;;4;;;;7786;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
534;0001209191-15-086908;2015-12-23;2015-12-23;2015-12-23T19:16:54.000Z;;4;;;;15308;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
535;0001209191-15-085937;2015-12-17;2015-12-15;2015-12-17T19:06:40.000Z;;4;;;;5832;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
536;0001209191-15-085934;2015-12-17;2015-12-15;2015-12-17T19:05:01.000Z;;4;;;;4588;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
537;0001209191-15-084825;2015-12-11;2015-12-10;2015-12-11T19:01:00.000Z;;4;;;;7785;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
538;0001209191-15-084537;2015-12-10;2015-12-08;2015-12-10T19:05:48.000Z;;4;;;;21162;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
539;0001209191-15-083387;2015-12-03;2015-12-01;2015-12-03T19:03:33.000Z;;4;;;;17478;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
540;0001209191-15-083386;2015-12-03;2015-12-01;2015-12-03T19:02:25.000Z;;4;;;;10010;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
541;0001209191-15-083383;2015-12-03;2015-12-01;2015-12-03T19:00:52.000Z;;4;;;;11541;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
542;0001209191-15-082521;2015-11-30;2015-11-25;2015-11-30T19:05:13.000Z;;4;;;;14924;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
543;0001209191-15-082316;2015-11-25;2015-11-24;2015-11-25T19:21:39.000Z;;4;;;;15330;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
544;0001209191-15-082314;2015-11-25;2015-11-24;2015-11-25T19:20:01.000Z;;4;;;;7785;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
545;0000004127-15-000037;2015-11-24;2015-10-02;2015-11-24T16:12:08.000Z;34;10-K;001-05560;151252871;;9873626;1;0;fy1510k1022015.htm;10-K
546;0001104659-15-081110;2015-11-24;2015-11-23;2015-11-24T16:01:39.000Z;34;8-K;001-05560;151252679;1.02,7.01,9.01;45615;0;0;a15-23775_28k.htm;8-K
547;0001209191-15-081378;2015-11-19;2015-11-17;2015-11-19T18:56:43.000Z;;4;;;;17474;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
548;0001209191-15-081376;2015-11-19;2015-11-17;2015-11-19T18:54:40.000Z;;4;;;;6010;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
549;0001209191-15-081105;2015-11-18;2015-11-16;2015-11-18T19:05:24.000Z;;4;;;;5832;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
550;0000004127-15-000035;2015-11-13;2015-11-09;2015-11-13T16:07:25.000Z;34;8-K;001-05560;151229210;5.02;34794;0;0;eip8-knov2015.htm;8-K NOVEMBER 2015 EIP
551;0001209191-15-079899;2015-11-12;2015-11-09;2015-11-12T19:10:28.000Z;;4;;;;31799;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
552;0001209191-15-079898;2015-11-12;2015-11-09;2015-11-12T19:09:29.000Z;;4;;;;20586;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
553;0001209191-15-079897;2015-11-12;2015-11-09;2015-11-12T19:08:49.000Z;;4;;;;24294;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
554;0001209191-15-079895;2015-11-12;2015-11-09;2015-11-12T19:07:35.000Z;;4;;;;20618;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
555;0001209191-15-079894;2015-11-12;2015-11-09;2015-11-12T19:06:35.000Z;;4;;;;20608;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
556;0001209191-15-079893;2015-11-12;2015-11-09;2015-11-12T19:05:52.000Z;;4;;;;39427;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
557;0001209191-15-079418;2015-11-10;2015-11-06;2015-11-10T19:00:21.000Z;;4;;;;15252;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
558;0001209191-15-079416;2015-11-10;2015-10-02;2015-11-10T18:59:19.000Z;;5;;;;5876;0;0;xslF345X03/doc5.xml;FORM 5 SUBMISSION
559;0000004127-15-000033;2015-11-10;2015-11-10;2015-11-10T17:03:30.000Z;34;8-K;001-05560;151219647;8.01;32331;0;0;sharerepurchase8-knov20151.htm;8-K - NOVEMBER 2015 SHARE REPURCHASE
560;0000004127-15-000031;2015-11-05;2015-11-05;2015-11-05T16:17:43.000Z;34;8-K;001-05560;151200893;2.01,8.01,9.01;368002;0;0;q415earningsreleaseform8-k.htm;8-K EARNINGS RELEASE
561;0001209191-15-078535;2015-11-04;2015-11-02;2015-11-04T18:57:29.000Z;;4;;;;9798;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
562;0001104659-15-074532;2015-10-30;2015-10-29;2015-10-30T16:17:36.000Z;34;8-K;001-05560;151187714;1.01,8.01,9.01;1438196;0;0;a15-22026_18k.htm;8-K
563;0001104659-15-074534;2015-10-30;;2015-10-30T16:15:43.000Z;34;DEFA14A;001-05560;151187684;;1438054;0;0;a15-22026_18k.htm;8-K
564;0001209191-15-074893;2015-10-08;2015-10-06;2015-10-08T19:01:03.000Z;;4;;;;11753;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
565;0001104659-15-069928;2015-10-08;2015-10-08;2015-10-08T16:18:09.000Z;34;8-K;001-05560;151150995;8.01,9.01;8661111;0;0;a15-20727_48k.htm;8-K
566;0001104659-15-069929;2015-10-08;;2015-10-08T16:16:15.000Z;34;DEFA14A;001-05560;151150980;;8661031;0;0;a15-20727_48k.htm;8-K
567;0001104659-15-069696;2015-10-07;2015-10-06;2015-10-07T16:38:43.000Z;34;8-K;001-05560;151149264;8.01,9.01;232735;0;0;a15-20727_38k.htm;8-K
568;0001104659-15-069697;2015-10-07;;2015-10-07T16:36:48.000Z;34;DEFA14A;001-05560;151149237;;232655;0;0;a15-20727_38k.htm;8-K
569;0001104659-15-069445;2015-10-06;;2015-10-06T17:27:55.000Z;34;DEFA14A;001-05560;151147294;;1102585;0;0;a15-20727_28k.htm;8-K
570;0001104659-15-069444;2015-10-06;2015-10-05;2015-10-06T17:25:55.000Z;34;8-K;001-05560;151146756;1.01,8.01,9.01;1102727;0;0;a15-20727_28k.htm;8-K
571;0001104659-15-069260;2015-10-06;2015-10-05;2015-10-06T06:19:38.000Z;34;8-K;001-05560;151145039;8.01,9.01;74543;0;0;a15-20727_18k.htm;8-K
572;0001104659-15-069261;2015-10-06;;2015-10-06T06:17:43.000Z;34;DEFA14A;001-05560;151145036;;74463;0;0;a15-20727_18k.htm;8-K
573;0001209191-15-073535;2015-10-02;2015-10-01;2015-10-02T19:02:53.000Z;;4;;;;11359;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
574;0001209191-15-072855;2015-10-01;2015-09-29;2015-10-01T19:04:04.000Z;;4;;;;11754;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
575;0001209191-15-072225;2015-09-25;2015-09-23;2015-09-25T19:00:10.000Z;;4;;;;13528;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
576;0001209191-15-072132;2015-09-24;2015-09-22;2015-09-24T18:55:39.000Z;;4;;;;11753;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
577;0001209191-15-071477;2015-09-18;2015-09-18;2015-09-18T18:48:35.000Z;;4;;;;5814;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
578;0001209191-15-071475;2015-09-18;2015-09-17;2015-09-18T18:46:52.000Z;;4;;;;9765;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
579;0001209191-15-071015;2015-09-16;2015-09-15;2015-09-16T20:01:25.000Z;;4;;;;9977;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
580;0001209191-15-071012;2015-09-16;2015-09-14;2015-09-16T19:59:34.000Z;;4;;;;5815;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
581;0001209191-15-070397;2015-09-11;2015-09-09;2015-09-11T19:02:41.000Z;;4;;;;13530;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
582;0001209191-15-070215;2015-09-10;2015-09-08;2015-09-10T19:02:33.000Z;;4;;;;11753;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
583;0001209191-15-069549;2015-09-03;2015-09-01;2015-09-03T19:01:18.000Z;;4;;;;9164;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
584;0001209191-15-069547;2015-09-03;2015-09-01;2015-09-03T18:59:04.000Z;;4;;;;11754;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
585;0001209191-15-068481;2015-08-28;2015-08-27;2015-08-28T18:44:34.000Z;;4;;;;15254;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
586;0001209191-15-068479;2015-08-28;2015-08-27;2015-08-28T18:43:08.000Z;;4;;;;9783;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
587;0001209191-15-068301;2015-08-27;2015-08-25;2015-08-27T18:58:24.000Z;;4;;;;9764;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
588;0001209191-15-067422;2015-08-21;2015-08-19;2015-08-21T18:47:31.000Z;;4;;;;15702;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
589;0001209191-15-067420;2015-08-21;2015-08-19;2015-08-21T18:46:09.000Z;;4;;;;11756;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
590;0001209191-15-067197;2015-08-20;2015-08-18;2015-08-20T19:06:46.000Z;;4;;;;9977;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
591;0000004127-15-000029;2015-08-19;2015-08-19;2015-08-19T16:04:42.000Z;34;8-K;001-05560;151064063;5.02;32799;0;0;a8-kofficerdepartureaugust.htm;8-K - DEPARTURE OF DIRECTORS OR CERTAIN OFFICERS
592;0001209191-15-066156;2015-08-14;2015-08-13;2015-08-14T18:42:17.000Z;;4;;;;11751;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
593;0001209191-15-066153;2015-08-14;2015-08-12;2015-08-14T18:40:40.000Z;;4;;;;11787;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
594;0001209191-15-065901;2015-08-13;2015-08-11;2015-08-13T18:59:17.000Z;;4;;;;9981;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
595;0001209191-15-065671;2015-08-12;2015-08-10;2015-08-12T18:58:06.000Z;;4;;;;10023;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
596;0001209191-15-064740;2015-08-07;2015-08-06;2015-08-07T18:57:19.000Z;;4;;;;7785;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
597;0001209191-15-064738;2015-08-07;2015-08-05;2015-08-07T18:52:40.000Z;;4;;;;19241;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
598;0001209191-15-064736;2015-08-07;2015-08-05;2015-08-07T18:50:54.000Z;;4;;;;13524;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
599;0001209191-15-064462;2015-08-06;2015-08-04;2015-08-06T19:00:55.000Z;;4;;;;9164;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
600;0001209191-15-064460;2015-08-06;2015-08-04;2015-08-06T18:57:51.000Z;;4;;;;15525;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
601;0000004127-15-000027;2015-08-05;2015-07-03;2015-08-05T16:10:31.000Z;34;10-Q;001-05560;151029087;;4234919;1;0;q31510qjul32015.htm;10-Q
602;0000004127-15-000025;2015-07-27;2015-07-21;2015-07-27T17:00:37.000Z;34;8-K;001-05560;151007616;5.02;31987;0;0;a8-kofficerdeparturejuly21.htm;8-K - DEPARTURE OF DIRECTORS OR CERTAIN OFFICERS
603;0000004127-15-000022;2015-07-23;2015-07-23;2015-07-23T16:17:45.000Z;34;8-K;001-05560;151002500;2.02,9.01;358272;0;0;q315earningsreleaseform8-k.htm;8-K
604;0000004127-15-000020;2015-06-18;2015-06-18;2015-06-18T08:03:08.000Z;34;8-K;001-05560;15939189;8.01,9.01;52373;0;0;q3-2015dividendform8xk.htm;FORM 8-K
605;0001209191-15-052941;2015-06-12;2015-06-11;2015-06-12T18:12:35.000Z;;4;;;;4827;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
606;0001209191-15-052937;2015-06-12;2015-06-10;2015-06-12T18:10:09.000Z;;4;;;;5894;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
607;0001209191-15-049836;2015-06-03;2015-06-01;2015-06-03T19:03:43.000Z;;4;;;;10216;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
608;0000004127-15-000018;2015-06-01;;2015-06-01T16:16:24.000Z;34;SD;001-05560;15903576;;197275;0;0;formsd12312014.htm;2014 FORM SD - CONFLICT MINERALS REPORT
609;0001209191-15-048078;2015-05-29;2015-05-27;2015-05-29T18:49:53.000Z;;4;;;;4808;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
610;0001209191-15-048075;2015-05-29;2015-05-27;2015-05-29T18:47:48.000Z;;4;;;;12770;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
611;0001209191-15-048073;2015-05-29;2015-05-19;2015-05-29T18:45:52.000Z;;3;;;;13609;0;0;xslF345X02/doc3.xml;FORM 3 SUBMISSION
612;0000004127-15-000016;2015-05-26;2015-05-19;2015-05-26T16:04:55.000Z;34;8-K;001-05560;15889408;5.02,5.07;62454;0;0;swks-8xk2015annualmeetingr.htm;8-K ANNUAL PROXY VOTE
613;0001209191-15-045687;2015-05-21;2015-05-19;2015-05-21T19:37:44.000Z;;4;;;;5193;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
614;0001209191-15-045686;2015-05-21;2015-05-19;2015-05-21T19:36:52.000Z;;4;;;;5048;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
615;0001209191-15-045685;2015-05-21;2015-05-19;2015-05-21T19:35:59.000Z;;4;;;;5013;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
616;0001209191-15-045683;2015-05-21;2015-05-19;2015-05-21T19:34:42.000Z;;4;;;;4920;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
617;0001209191-15-045681;2015-05-21;2015-05-19;2015-05-21T19:33:47.000Z;;4;;;;4904;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
618;0001209191-15-045680;2015-05-21;2015-05-19;2015-05-21T19:31:49.000Z;;4;;;;4904;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
619;0001209191-15-045679;2015-05-21;2015-05-19;2015-05-21T19:31:04.000Z;;4;;;;4886;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
620;0001209191-15-045677;2015-05-21;2015-05-19;2015-05-21T19:30:19.000Z;;4;;;;4887;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
621;0001209191-15-045052;2015-05-20;2015-05-18;2015-05-20T19:00:27.000Z;;4;;;;9720;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
622;0000004127-15-000014;2015-05-19;;2015-05-19T16:55:05.000Z;33;S-8;333-204310;15877126;;276465;0;0;swks-sx8registrationstatem.htm;S-8
623;0001209191-15-042493;2015-05-13;2015-05-11;2015-05-13T19:01:16.000Z;;4;;;;8855;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
624;0001209191-15-040781;2015-05-08;2015-05-08;2015-05-08T19:04:47.000Z;;4;;;;9786;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
625;0001209191-15-040780;2015-05-08;2015-05-06;2015-05-08T19:03:18.000Z;;4;;;;9481;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
626;0001209191-15-039594;2015-05-06;2015-05-04;2015-05-06T19:04:22.000Z;;4;;;;11252;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
627;0000004127-15-000012;2015-05-06;2015-04-03;2015-05-06T16:21:12.000Z;34;10-Q;001-05560;15837290;;5047796;1;0;q21510qapr32015.htm;10-Q Q2-15
628;0000004127-15-000010;2015-04-30;2015-04-30;2015-04-30T16:20:04.000Z;34;8-K;001-05560;15818931;2.02,8.01,9.01;349251;0;0;q215earningsreleaseform8-k.htm;8-K
629;9999999997-15-008856;2015-04-15;2014-10-03;2015-04-28T15:30:15.000Z;34;ARS;001-05560;15006740;;1512;0;0;9999999997-15-008856.paper;AUTO-GENERATED PAPER DOCUMENT
630;0001047469-15-003292;2015-04-08;2015-05-19;2015-04-08T16:46:02.000Z;34;DEF 14A;001-05560;15759500;;1526127;0;0;a2224006zdef14a.htm;DEF 14A
631;0000000000-15-015740;2015-03-17;;2015-03-17T17:29:07.000Z;;UPLOAD;;;;37252;0;0;filename1.pdf;
632;0000000000-15-014762;2015-03-12;;2015-03-12T17:23:04.000Z;;UPLOAD;;;;164770;0;0;filename1.pdf;
633;0000004127-15-000008;2015-03-12;;2015-03-12T16:26:14.000Z;;CORRESP;;;;28786;0;0;filename1.htm;
634;0001209191-15-025362;2015-03-11;2015-03-09;2015-03-11T19:02:38.000Z;;4;;;;8713;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
635;0001209191-15-022554;2015-03-04;2015-03-02;2015-03-04T19:00:59.000Z;;4;;;;5820;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
636;0001209191-15-019950;2015-02-27;2015-02-25;2015-02-27T19:01:12.000Z;;4;;;;4587;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
637;0001209191-15-019948;2015-02-27;2015-02-25;2015-02-27T19:00:20.000Z;;4;;;;11758;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
638;0001209191-15-013865;2015-02-13;2015-02-11;2015-02-13T19:00:35.000Z;;4;;;;10186;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
639;0000902219-15-000424;2015-02-12;;2015-02-12T10:53:58.000Z;34;SC 13G/A;005-34048;15603382;;20371;0;0;SEC13G_Filing.htm;SEC SCHEDULE 13G
640;0000932471-15-004660;2015-02-11;;2015-02-11T08:09:21.000Z;34;SC 13G/A;005-34048;15596275;;39764;0;0;skyworkssolutionsinc.htm;
641;0000004127-15-000006;2015-02-04;2015-01-02;2015-02-04T16:05:49.000Z;34;10-Q;001-05560;15575453;;4798016;1;0;q11510qjan22015.htm;10-Q
642;0000004127-15-000004;2015-02-02;2015-02-02;2015-02-02T16:01:09.000Z;34;10-K/A;001-05560;15566926;;709880;0;0;fy1410-k_ajanuary2015xdraf.htm;10-K/A
643;0001209191-15-008041;2015-01-30;2015-01-28;2015-01-30T18:59:20.000Z;;4;;;;19064;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
644;0001086364-15-000785;2015-01-23;;2015-01-23T15:15:39.000Z;34;SC 13G/A;005-34048;15545388;;13555;0;0;skyworks.solutions.inc.txt;
645;0001209191-15-005962;2015-01-22;2015-01-20;2015-01-22T19:02:11.000Z;;4;;;;6933;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
646;0000004127-15-000002;2015-01-22;2015-01-22;2015-01-22T16:18:30.000Z;34;8-K;001-05560;15542072;2.02,8.01,9.01;265440;0;0;q115earningsreleaseform8-k.htm;8-K
647;0001209191-15-004754;2015-01-16;2015-01-14;2015-01-16T18:57:57.000Z;;4;;;;15315;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
648;0001209191-15-001641;2015-01-05;2014-12-31;2015-01-05T20:03:26.000Z;;4;;;;15316;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
649;0001209191-14-077182;2014-12-19;2014-12-17;2014-12-19T19:26:31.000Z;;4;;;;15316;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
650;0000004127-14-000048;2014-12-19;2014-12-16;2014-12-19T16:01:35.000Z;34;8-K;001-05560;141299533;5.02;44453;0;0;dec192014severanceagreemen.htm;8-K
